g-r distance
0.7599999999999998 526.6339453401188
0.6999999999999993 4562.755389258198
0.7200000000000024 3041.057726793775
0.7200000000000006 551.4534385383145
0.6199999999999974 7081.076757136966
0.7599999999999998 823.7751813331365
0.7199999999999989 1944.4549549127303
0.6099999999999994 8516.773169927905
0.6700000000000017 1321.3706745878542
0.6900000000000013 5288.63154064299
0.629999999999999 986.8474333871306
0.6500000000000004 748.3405901028215
0.6600000000000001 1675.2584514417367
0.6900000000000013 1182.548777341482
0.6000000000000014 8765.375161459013
0.7300000000000004 4100.132454206243
0.7800000000000011 822.1303027602897
0.620000000000001 1100.5761342828337
0.7699999999999996 5093.464296709871
0.6799999999999997 720.9176628463522
0.629999999999999 5390.38879674137
0.7199999999999989 553.3815356529175
0.629999999999999 830.4876658456907
0.6899999999999977 1357.7476613013391
0.6099999999999994 2118.760254946601
0.6099999999999994 1589.4131367810478
0.620000000000001 1882.2241788009173
0.6099999999999994 2066.9653048833065
0.610000000000003 1740.7080425212669
0.6899999999999977 967.1834335259472
0.7199999999999989 4396.405804562873
0.6000000000000014 2562.677097089174
0.7800000000000011 4209.68903264868
0.6300000000000026 1244.2689971502532
0.629999999999999 1367.368799826377
0.6699999999999982 2456.122456613759
0.6099999999999994 1891.7770264470068
0.6099999999999994 8684.122396107443
0.7099999999999973 2544.3128191096694
0.6899999999999977 2168.868885710428
0.6600000000000001 1521.3645714597942
0.620000000000001 1408.7017801105826
0.6899999999999977 1958.0674822496508
0.6799999999999997 1566.0221005694134
0.6000000000000014 1237.8594828482937
0.740000000000002 2301.9681055564697
0.6999999999999993 2649.885975934766
0.620000000000001 4535.9822664975
0.6899999999999977 3297.995175004799
0.620000000000001 4074.5703218313847
0.6199999999999974 4131.253241289631
0.740000000000002 2088.3760472912372
0.6600000000000001 4789.057108372787
0.6400000000000006 5854.7350471665095
0.639999999999997 10297.36094256278
0.75 2534.0122113613106
0.7699999999999996 5092.7021462069015
0.7900000000000027 2986.2209132185267
0.7799999999999976 902.3481792832353
0.620000000000001 528.0729084313867
0.7600000000000016 2639.7968485563033
0.629999999999999 1900.7030873646604
0.7700000000000031 1861.2671113243555
0.6400000000000006 1520.1472776619355
0.7699999999999996 6098.419891618519
0.6499999999999986 1411.302435532224
0.620000000000001 4138.272294059459
0.6699999999999999 577.8666820050568
0.6999999999999993 2607.5539246379435
0.6300000000000026 1078.1305390427272
0.6799999999999997 4607.961576566157
0.7799999999999976 2113.553600933553
0.7300000000000004 729.1181121747321
0.629999999999999 3865.7770033534503
0.6600000000000001 4940.930026043794
0.7699999999999996 2605.005852930931
0.7200000000000006 499.15255500501695
0.7100000000000009 3836.0624265185766
0.7100000000000009 1863.087699197597
0.6599999999999966 1177.3735638389237
0.6900000000000013 2323.9848815678984
0.6500000000000021 2166.84404649072
0.639999999999997 1221.2311877689149
0.6799999999999997 595.4140293128295
0.6400000000000006 7454.525419467522
0.6899999999999995 535.69091388302
0.639999999999997 3029.2365399025102
0.7799999999999976 2600.7450022457515
0.7400000000000002 500.6918313451265
0.6400000000000006 880.3823922056284
0.75 1812.383150450366
0.7199999999999989 826.0848627869171
0.7600000000000016 3243.009916022677
0.6499999999999986 5639.450619536518
0.7800000000000011 3605.640221991635
0.7800000000000011 2086.1393291922573
0.7399999999999984 2432.714122690991
0.620000000000001 761.4126555511036
0.6099999999999994 4504.2251479969955
0.6799999999999997 2889.6725697515767
0.6999999999999993 1118.9170374099065
0.6400000000000006 3495.4963185792094
0.7199999999999989 5192.471797430428
0.6899999999999995 833.3339271081177
0.6400000000000006 2547.412655566801
0.6499999999999986 3024.623680333498
0.6799999999999997 2250.263099108116
0.7699999999999978 626.5884565949154
0.6799999999999997 6674.519404485018
0.6900000000000013 1889.0058308423907
0.6099999999999994 7438.874743786678
0.6099999999999994 6919.891771519309
0.7899999999999991 1156.6909118464682
0.75 1253.4040000889754
0.740000000000002 1905.8603560921122
0.6799999999999997 1129.2702492863216
0.7899999999999991 4008.1897823433337
0.7699999999999996 1438.1649605974949
0.6999999999999993 4773.628694619873
0.75 2788.5224569759343
0.6400000000000006 5766.526340526456
0.7100000000000009 1238.3649042001043
0.6400000000000006 1213.0694514391
0.6099999999999994 6232.630032079975
0.7999999999999972 1088.8859391554356
0.6699999999999999 620.6104204580579
0.6400000000000006 3404.8603342242545
0.7999999999999972 777.9438943261856
0.6600000000000001 3019.1567817990117
0.629999999999999 4665.672814624092
0.620000000000001 4239.68105832129
0.6499999999999986 1411.977106195053
0.6899999999999995 794.7550542088771
0.740000000000002 1642.7463316452347
0.6699999999999982 1358.045372882436
0.6600000000000001 1127.4552209632664
0.629999999999999 591.6969110590785
